image_url,description,country,weather,time_of_day,season,activity,mood
https://cdn.mos.cms.futurecdn.net/57jQMDN5MZLYfV8ps8HuZQ.jpg,aurora borealis in the arctic circle northern lights illuminating the night sky,Arctic Circle,Snowy,Evening,Winter,hiking,Excitement
https://arabicpost.net/wp-content/uploads/2019/08/istock-851666252.jpg,beach in sidi bou said tunisia white sands and blue sea with scenic views,Tunisia,Sunny,Afternoon,Summer,relaxing,Happiness
https://images.pexels.com/photos/1285625/pexels-photo-1285625.jpeg,santorini iconic white houses and blue domes on cliffs overlooking the sea,Greece,Sunny,Afternoon,Spring,relaxing,Happiness
https://images.pexels.com/photos/176400/pexels-photo-176400.jpeg,beach in thailand with crystal clear water perfect for relaxation and leisure,Thailand,Sunny,Morning,Summer,sightseeing,Adventure
https://visitmaldives.s3.amazonaws.com/ywDKjNoN/c/6qo3rduf-large.jpg,bioluminescent beach in the maldives glowing waters creating a magical night scene,Maldives,Sunny,Evening,Summer,sightseeing,Excitement
https://images.pexels.com/photos/16721639/pexels-photo-16721639.jpeg,cologne cathedral in germany gothic architecture with intricate details,Germany,Sunny,Morning,Summer,sightseeing,Curiosity
https://images.pexels.com/photos/33651589/pexels-photo-33651589.jpeg,a candid scene of daily life in bali during heavy rainfall showing a person on a motorcycle in front of a traditional building with decorated roofs the rain in the image indicates that it s summer in bali because it rains there during the summer i chose bali to experience its vibrant culture tropical weather and authentic local lifestyle,Indonesia,Rainy,Afternoon,Summer,sightseeing,Curiosity
https://images.unsplash.com/photo-1529963183134-61a90db47eaf,a stunning view of iceland s dramatic coastline black sand beaches powerful ocean waves crashing against the rocky cliffs and the aurora borealis glowing in the sky when you see the aurora like that it s definitely fall the best time to catch this phenomenon i picked iceland for its weird volcanic landscapes the raw untouched nature that s unlike anywhere else and of course the magical aurora borealis,Iceland,Cloudy,Evening,Fall,relaxing,Adventure
https://images.pexels.com/photos/35048260/pexels-photo-35048260.jpeg,a stunning view of istanbul s iconic maiden s tower k z kulesi standing in the brilliant blue waters of the bosphorus strait under clear skies i chose istanbul to experience its unique blend of european and asian cultures and explore its rich ottoman heritage,Turkey,Sunny,Afternoon,Spring,sightseeing,Curiosity
https://photos.smugmug.com/Kyoto/Honeymoon-in-Kyoto/i-LdmsJPZ/0/26b66d84/L/shutterstock_626644001-L.jpg,a stunning sunset view of kyoto s traditional pagoda temple illuminated against a colorful sky surrounded by historic japanese architecture i chose kyoto to experience traditional japanese culture visit ancient temples and witness the beauty of cherry blossoms,Japan,Cloudy,Evening,Fall,sightseeing,Romance
https://images.pexels.com/photos/1483053/pexels-photo-1483053.jpeg,an aerial view of a luxurious maldives resort with overwater bungalows extending into crystal clear turquoise lagoons and pristine white sandy beaches i chose the maldives for its paradise like tropical islands and perfect relaxation in stunning natural beauty,Maldives,Sunny,Morning,Summer,relaxing,Happiness
https://images.pexels.com/photos/30710070/pexels-photo-30710070.jpeg,the iconic koutoubia mosque minaret tower rising above traditional moroccan gardens with palm trees and lush vegetation i chose marrakech to experience the vibrant souks stunning islamic architecture and rich north african culture,Morocco,Cloudy,Afternoon,Summer,sightseeing,Curiosity
https://cdn.pixabay.com/photo/2016/06/02/20/16/flood-1432005_1280.jpg,the iconic eiffel tower visible in the distance along the flooded seine river during heavy rainfall in paris i chose paris to experience the city of lights in all its moods visit world famous museums like the louvre and enjoy french art and cuisine,France,Rainy,Afternoon,Spring,sightseeing,Melancholy
https://images.pexels.com/photos/1631665/pexels-photo-1631665.jpeg,the magnificent treasury al khazneh carved into rose red sandstone cliffs in the ancient city of petra with traditional horse carriages in front i chose petra to explore this unesco world heritage site and witness the incredible nabataean architecture carved into rock over 2 000 years ago,Jordan,Sunny,Morning,Spring,sightseeing,Excitement
https://images.unsplash.com/photo-1594048069339-42ae0e89376a,the iconic white washed buildings and blue domed churches of santorini perched on dramatic cliffs overlooking the deep blue aegean sea i chose santorini for its breathtaking sunsets stunning caldera views and romantic mediterranean atmosphere,Greece,Cloudy,Afternoon,Summer,sightseeing,Romance
https://images.pexels.com/photos/34952921/pexels-photo-34952921.jpeg,a stunning winter scene in the swiss alps with snow covered mountains frosted forests and a traditional alpine chalet nestled in pristine white snow i chose the swiss alps to experience breathtaking mountain landscapes winter sports and the magical beauty of snow covered peaks,Switzerland,Snowy,Morning,Winter,hiking,Adventure
https://images.pexels.com/photos/11049056/pexels-photo-11049056.jpeg,a view of the court of the lions in the alhambra palace in granada showing detailed islamic arches and a marble fountain with lion statues,Spain,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://images.pexels.com/photos/15890763/pexels-photo-15890763.jpeg,old stone ruins from the angkor temple area in cambodia with carved walls and tall temple buildings in bright sunlight,Cambodia,Sunny,Afternoon,Summer,sightseeing,Adventure
https://images.pexels.com/photos/3021382/pexels-photo-3021382.jpeg,a wide view of the colosseum in rome during sunset with warm golden light illuminating the ancient stone arches,Italy,Sunny,Evening,Fall,sightseeing,impressed
https://images.pexels.com/photos/161950/skogafoss-waterfall-dinamet7-water-161950.jpeg,a strong view of the skafoss waterfall in iceland with green cliffs around it and mist rising from the falling water,Iceland,Sunny,Afternoon,Summer,sightseeing,Adventure
https://images.pexels.com/photos/11696778/pexels-photo-11696778.jpeg,a panoramic view of the old city of jerusalem featuring the al aqsa mosque the golden dome of the rock and the historic stone walls with the modern skyline in the background,Palestine,Sunny,Afternoon,Spring,sightseeing,Curiosity
https://images.pexels.com/photos/14451425/pexels-photo-14451425.jpeg,a vibrant scene at the izmir clock tower in konak square with palm trees pigeons and people enjoying the sunny day around the historic landmark,Turkey,Sunny,Afternoon,Summer,sightseeing,Happiness
https://images.pexels.com/photos/48178/mountains-ice-bergs-antarctica-berg-48178.jpeg,a strong view of antarcticas icy mountains rising above the cold ocean with snowy peaks glaciers and pieces of ice floating on the water,Antarctica,Cloudy,Afternoon,Summer,sightseeing,Adventure
https://images.pexels.com/photos/3067621/pexels-photo-3067621.jpeg,ulun danu beratan temple in bali built on small islands on lake beratan surrounded by calm water and green mountains,Indonesia,Cloudy,Afternoon,Not Clear,sightseeing,Peacefulness
https://images.pexels.com/photos/1737957/pexels-photo-1737957.jpeg,a busy night scene in times square in new york city with bright signs yellow taxis and many people walking on the lit up streets,USA,Not Clear,Evening,Not Clear,sightseeing,Excitement
https://images.pexels.com/photos/338454/pexels-photo-338454.jpeg,a clear daytime view of big ben and the palace of westminster in london with people and cars crossing westminster bridge under a bright blue sky,United Kingdom,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://i0.wp.com/www.engagingcultures.com/wp-content/uploads/2016/11/The-Treasury-of-Petra-wide-Jordan-tour-2721.jpg?fit=1000%2C667&ssl=1,the treasury in petra carved into the red sandstone cliffs i chose this place because i love ancient history and dream of walking through the siq to see this view in real life,Jordan,Sunny,Afternoon,Spring,sightseeing,Adventure
https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjnqz-591PWHVh0-TXM2nab_lGDBHlVH-TPcDsNOcpaZItmo3RR34wpe1B-BeBd26jNdSdO_ecCge05eCYlzEhFD0clc8w7gBvQ5-YSl5UQpqgz8h6agruIicoi3YN46O7jctTy7TUkzGA/w640-h360/6.jpg,bright red torii gate and main shrine buildings at fushimi inari in kyoto i chose it because i love japanese culture and want to walk through the endless torii gates,Japan,Sunny,Afternoon,Spring,sightseeing,Curiosity
https://cdn11.bigcommerce.com/s-yzgoj/images/stencil/1280x1280/products/1328240/4878232/DPI12275718LARGE__28975.1542169194.jpg?c=2,brooklyn bridge and the new york city skyline at sunset with snow along the riverbank i chose it because i want to experience the energy of new york and see this view in real life,United States,Snowy,Evening,Winter,sightseeing,Excitement
https://cdn-imgix.headout.com/microbrands-content-image/image/e4e2b84ff4e7f818201b1143c7da369e-Colosseum.jpg?auto=format&q=90&crop=faces&fit=crop,the colosseum in rome on a clear day with people walking around the ancient arena i chose it because i love roman history and want to imagine how it looked in the past,Italy,Sunny,Afternoon,Summer,sightseeing,Curiosity
https://images.squarespace-cdn.com/content/v1/62b85870cef97862d6324f88/6d737f93-a9c1-433c-b7e4-61ded7308088/greenwich+park+autumn.jpg?format=2500w,autumn trees in greenwich park with golden and orange leaves and a soft sky in the background i chose it because i love peaceful autumn walks and the warm colors of the park,United Kingdom,Cloudy,Afternoon,Fall,relaxing,Nostalgia
https://www.jaredsdetours.com/wp-content/uploads/2024/06/tegallalang_rice_terrace-1.jpg,green rice terraces in bali with palm trees and soft light over the hills i chose it because i love peaceful tropical nature and want to walk between the terraces,Indonesia,Cloudy,Morning,Summer,hiking,Happiness
https://57hours.com/wp-content/uploads/2022/10/Tho%CC%81rsmo%CC%88rk-Iceland-Northern-Lights-1920x1282.jpg,green northern lights shining across the dark sky above snowy mountains and a still lake in iceland i chose it because seeing the aurora in person is one of my biggest travel dreams,Iceland,Snowy,Evening,Winter,sightseeing,Adventure
"https://lp-cms-production.imgix.net/2021-08/shutterstockRF_1541944991.jpg?auto=format,compress&q=72&w=1440&h=810&fit=crop",white houses and a busy harbor on a greek island with clear turquoise water and small boats i chose it because i dream of island hopping in greece and relaxing by the sea,Greece,Sunny,Afternoon,Summer,relaxing,Happiness
https://slightnorth.com/wp-content/uploads/2019/01/IMG_1499-610x813.jpg,wet cobblestone street leading to galata tower in istanbul with people walking between old buildings on a rainy day i chose it because i love the cozy feeling of exploring historic streets in the rain,Turkey,Rainy,Afternoon,Fall,walking,Curiosity
https://c.regencyholidays.com/packages/77f55d8b-6984-429b-a6ab-66dc1c4649ee/original/46e72886-8382-4749-97e0-4eb432ff8a2f.webp,a peaceful evening view of mecca capturing the spiritual atmosphere of the holy city i chose this place because it represents faith unity and it gave me a lifetime pilgrimage experience visit,Mecca,Not Clear,Evening,Not Clear,praying,Happiness
https://a.travel-assets.com/findyours-php/viewfinder/images/res70/292000/292113-Jerusalem-And-Vicinity.jpg,this image captures the historic and spiritual beauty of jerusalem i included it in my list because i have visited the city and experiencing its ancient landmarks left a deep impression on me,Jerusalem,Sunny,Evening,Summer,sightseeing,Nostalgia
https://cdn.sortiraparis.com/images/80/83517/636760-visuel-paris-tour-eiffel-cerisiers-en-fleurs.jpg,this image shows a bright spring morning in paris with flowers blooming and the eiffel tower in view i chose this place because i would love to visit paris in the spring,Paris,Sunny,Morning,Spring,sightseeing,Happiness
https://assets3.thrillist.com/v1/image/3185166/1584x1056/crop;webp=auto;jpeg_quality=60;progressive.jpg,this image shows a calm new york city morning with buildings rising above the streets and the city slowly coming to life i chose this destination because new york night view inspires me the glowing skyscrapers bright lights and energy of the city at night always make me want to visit,New York,Cloudy,Morning,Fall,sightseeing,Excitement
https://tracks-trails.com/wp-content/uploads/2025/04/TracksTrails-How-Many-National-Parks-in-California-Yosemite-Valley-e1743701347122-1536x942.jpg,a breathtaking view of one of california iconic national parks surrounded by towering cliffs lush forests and dramatic natural landscapes i chose this destination because california parks like yosemite sequoia or redwood are world famous for their beauty and i dream of exploring the trails wildlife and peaceful nature they offer it represents adventure and a deep appreciation for the outdoors,California,Cloudy,Morning,Fall,hiking,Adventure
https://entiretravel.imgix.net/getmedia/22c335e1-f6ff-41f0-8972-15c8d9b711ad/Spain-842x469.jpg,the basica de la sagrada famia in barcelona one of the world most famous architectural masterpieces i chose this destination because its unique design and long history of construction make it a fascinating cultural icon,Spain,Cloudy,Afternoon,Spring,sightseeing,Curiosity
https://images.stockcake.com/public/f/d/3/fd3d6d3f-0630-4c7e-9ad8-59fb725b1e05_large/eiffel-tower-evening-stockcake.jpg,eiffel tower glowing at dusk with city lights iconic paris view with romantic evening vibes,France,Not Clear,Evening,Spring,sightseeing,Romance
https://images.unsplash.com/photo-1539017691474-d280be4d3290?q=80&w=1332&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,the ancient terraces and mountains of machu picchu iconic incan site showcasing history architecture and breathtaking natural scenery,Peru,Sunny,Morning,Spring,hiking,Curiosity
https://images.stockcake.com/public/4/5/5/45516818-1b4f-4a75-ad81-1837ae0ec6ab_large/santorini-coastal-view-stockcake.jpg,colorful white and blue houses on the cliffs above the sea in santorini famous for its stunning architecture and panoramic ocean views,Greece,Sunny,Afternoon,Summer,relaxing,Romance
https://images.stockcake.com/public/5/2/f/52f053d8-8361-445b-8bb7-02f870c111cf_large/tropical-resort-paradise-stockcake.jpg,overwater bungalows and turquoise water in bora bora iconic tropical destination known for luxury relaxation and stunning natural beauty,French Polynesia,Sunny,Afternoon,Summer,relaxing,Happiness
https://images.unsplash.com/photo-1505172818110-f43cce1e1051?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,mushers guide a team of dogs racing through snowy forests and open trails michigan offers scenic winter landscapes perfect for an exciting dog sled experience,USA,Snowy,Morning,Winter,exploring,Excitement
https://images.stockcake.com/public/1/4/f/14f27389-3524-4eba-b69b-15711c1bd3bf_large/autumn-cobblestone-street-stockcake.jpg,a quiet cobblestone street lined with orange fall trees during a light rain evokes a peaceful cozy atmosphere perfect for reflective walks,Germany,Rainy,Afternoon,Fall,walking,Nostalgia
https://images.stockcake.com/public/b/f/0/bf0e528c-7789-4490-9f4e-0cc1fbac3de8_large/misty-autumn-path-stockcake.jpg,a serene and mystical autumn path blanketed with fallen leaves ensconced in a tranquil foggy forest creates a peaceful magical atmosphere perfect for reflection and nature immersion,Japan,Cloudy,Morning,Fall,walking,Adventure
https://static.vecteezy.com/system/resources/previews/027/002/084/non_2x/aerial-view-of-the-eiffel-tower-at-sunset-paris-france-aerial-panoramic-view-of-paris-with-eiffel-tower-at-sunset-france-ai-generated-free-photo.jpg,a beautiful panoramic view of the eiffel tower during sunset with golden light reflecting on the seine river i chose this image because it perfectly captures the romantic and iconic atmosphere of paris,France,Sunny,Evening,Summer,sightseeing,Romance
https://a.cdn-hotels.com/gdcs/production18/d1838/041ae6b1-0a88-4c22-a648-53a22dd4a006.jpg,a bright and colorful view of santorini with its iconic white houses blue domes and vivid flowers overlooking the deep blue aegean sea i chose this image because it captures the peaceful sunny and dream like beauty of the island,Greece,Sunny ,Afternoon,Summer,sightseeing,Happiness
https://www.traveloffpath.com/wp-content/uploads/2022/11/Skyline-Of-Dubai-United-Arab-Emirates-With-The-Tallest-Building-In-The-World-Burj-Khalifa-Reflecting-The-Sun-Shine-And-A-Sea-Of-Skyscrapers-Surrounding-It-Middle-East.jpg,a stunning view of the dubai skyline with the burj khalifa glowing during sunset i chose this image because it highlights dubais futuristic architecture and vibrant city atmosphere,United Arab Emirates,Sunny,Evening,Summer,sightseeing,Exitment 
